entity_id,legal_name,country,industry,incorporation_date,source_system,risk_rating
8182,"Santos, Gutierrez and Smith",Japan,Technology,2004-03-21,PartnerFeed,Medium
8183,Simmons LLC,Singapore,Insurance,2009-10-30,CRM,Low
8184,"Santos, Burgess and Petersen",Japan,Banking,2006-04-22,PartnerFeed,High
8185,Villegas Ltd,Switzerland,Technology,1999-07-19,PartnerFeed,High
8186,"Jones, Montgomery and Williams",Germany,Insurance,1999-05-06,PartnerFeed,High
8187,"Stark, Powell and Haynes",India,Asset Management,2021-07-01,ERP,Low
8188,Ramirez-Deleon,United States,Asset Management,1999-03-01,ERP,Low
8189,"Wright, Merritt and Dean",India,Manufacturing,2006-05-06,RegSys,Medium
8190,Hall Ltd,United States,Technology,2002-11-01,ERP,Medium
8191,Bishop Group,Switzerland,Insurance,2020-02-12,PartnerFeed,Medium
8192,Weaver-Miles,Germany,Insurance,2014-02-19,PartnerFeed,Low
8193,"Davidson, Nunez and Gomez",France,Asset Management,1998-04-10,ERP,High
8194,Butler and Sons,United States,Insurance,2001-12-11,ERP,Low
8195,Jones-Day,United States,Manufacturing,2024-05-12,RegSys,Medium
8196,Rios and Sons,Switzerland,Manufacturing,1996-12-29,ERP,Low
8197,Neal-Nunez,Singapore,Asset Management,2008-06-17,CRM,High
8198,"Merritt, King and Thomas",United States,Manufacturing,2000-12-22,RegSys,Medium
8199,Andrews-Noble,France,Insurance,2019-08-30,ERP,Medium
8200,Lamb PLC,Germany,Asset Management,1998-03-02,PartnerFeed,Medium
8201,Matthews PLC,Japan,Banking,2014-01-16,CRM,High
8202,Williamson-Hubbard,Singapore,Banking,2025-09-23,PartnerFeed,High
8203,Zimmerman Group,United Kingdom,Manufacturing,2004-09-12,CRM,Medium
8204,"Price, Martinez and Mitchell",Germany,Insurance,2022-12-23,RegSys,Low
8205,Moore-Williams,India,Banking,2026-02-22,CRM,Medium
8206,"Johnson, Thompson and Robinson",France,Banking,2022-06-30,ERP,Low
8207,Smith PLC,Singapore,Technology,2021-03-24,RegSys,Low
8208,Johnson-Cook,India,Banking,2013-10-30,PartnerFeed,Medium
8209,Kirby Group,Singapore,Asset Management,1999-01-25,ERP,Medium
8210,"Holmes, Reilly and Stephens",Switzerland,Technology,2017-11-14,PartnerFeed,Medium
8211,"Butler, Hunt and Jones",Germany,Asset Management,2001-06-28,CRM,Low
8212,"Archer, Turner and Ferguson",France,Insurance,2018-04-22,CRM,High
8213,Hays-Mathews,Switzerland,Asset Management,2003-08-23,CRM,High
8214,"Peterson, Johnson and Velez",India,Manufacturing,2014-07-09,CRM,Medium
8215,Gonzales-Thompson,United Kingdom,Asset Management,2022-06-15,ERP,Low
8216,Charles Group,United Kingdom,Banking,2010-07-17,ERP,Medium
8217,Jackson-Elliott,France,Manufacturing,1998-08-31,CRM,Low
8218,"Hansen, Johnson and Harvey",United States,Insurance,2016-06-17,RegSys,High
8219,Cruz-Hayes,Japan,Banking,2016-06-22,PartnerFeed,Low
8220,Lee Inc,Japan,Asset Management,2023-11-05,ERP,High
8221,Bond-James,United Kingdom,Manufacturing,2000-08-10,RegSys,High
8222,"Bennett, Wilson and Ferguson",United Kingdom,Manufacturing,2014-04-26,RegSys,Low
8223,"Johnson, Garcia and Stewart",France,Manufacturing,2004-10-31,RegSys,Low
8224,Garrett-Trevino,Germany,Asset Management,2013-01-19,CRM,High
8225,"Smith, Hubbard and Hammond",Singapore,Asset Management,1998-01-10,PartnerFeed,High
8226,"Haynes, Middleton and Nelson",France,Insurance,1998-01-22,ERP,Low
8227,"Hardy, Cole and Cortez",Singapore,Banking,2010-08-20,ERP,Medium
8228,Carr-Gomez,France,Banking,1996-12-16,PartnerFeed,High
8229,Dunlap-Gibson,France,Manufacturing,2022-04-08,CRM,Medium
8230,"Smith, Mccarthy and Monroe",United Kingdom,Manufacturing,2005-04-16,ERP,Low
8231,"Avery, Mitchell and Barker",Switzerland,Technology,2005-01-28,ERP,High
8232,Bailey LLC,United States,Asset Management,2025-11-01,CRM,High
8233,"Ward, Roberts and Cox",France,Manufacturing,2019-09-23,RegSys,Medium
8234,Robinson and Sons,France,Insurance,1999-09-21,RegSys,High
8235,James Group,France,Insurance,2022-10-19,CRM,High
8236,Chen-Mcdaniel,France,Insurance,2004-04-11,ERP,Medium
8237,"Berg, Woodard and Clark",United States,Technology,2019-07-18,PartnerFeed,Low
8238,Roberson-Zamora,Switzerland,Technology,2022-08-28,ERP,Medium
8239,Day-Haynes,Japan,Manufacturing,2022-06-17,PartnerFeed,Medium
8240,Chapman-Bishop,United Kingdom,Technology,2003-05-09,ERP,Low
8241,"Ramsey, Hardin and Sullivan",Germany,Insurance,2005-06-15,ERP,Low
8242,"Rogers, Shields and Harper",France,Asset Management,1999-11-20,ERP,Low
8243,"Camacho, Evans and Gordon",Switzerland,Banking,2007-01-17,ERP,High
8244,Stevenson-Lee,Germany,Insurance,2018-07-20,PartnerFeed,Medium
8245,"Williams, Clark and Davis",Switzerland,Insurance,2022-01-21,CRM,High
8246,Owen-Haynes,Switzerland,Technology,1999-08-20,ERP,Low
8247,Taylor-Mendoza,Singapore,Manufacturing,2015-12-03,CRM,Low
8248,Peterson-Vang,Japan,Banking,2023-12-01,RegSys,Medium
8249,Jones-Chandler,United States,Insurance,2006-06-18,PartnerFeed,Low
8250,"Howard, Hoover and Smith",Japan,Insurance,2011-05-21,RegSys,Low
8251,Travis and Sons,Japan,Manufacturing,2014-05-14,RegSys,Medium
8252,Barnett Ltd,India,Insurance,2022-08-06,ERP,Medium
8253,Garcia Group,United Kingdom,Insurance,2009-01-19,CRM,Medium
8254,Wyatt Ltd,Japan,Insurance,2001-06-07,CRM,Medium
8255,West-Watson,India,Asset Management,2010-01-07,ERP,Medium
8256,Peterson-Thompson,France,Banking,2021-10-02,ERP,Medium
8257,"Moran, Benjamin and Ward",Switzerland,Banking,2009-07-14,PartnerFeed,Medium
8258,Beltran and Sons,India,Manufacturing,2000-02-21,PartnerFeed,Low
8259,Taylor and Sons,Switzerland,Asset Management,2016-06-18,ERP,Medium
8260,Blankenship and Sons,Japan,Banking,2016-02-19,CRM,Medium
8261,Reed-Diaz,Switzerland,Manufacturing,2025-06-19,CRM,High
8262,"Evans, Boyd and Smith",Japan,Manufacturing,2015-10-19,PartnerFeed,High
8263,"Fernandez, Stout and Hernandez",Singapore,Asset Management,2018-06-07,PartnerFeed,High
8264,"King, Oliver and Matthews",Switzerland,Manufacturing,2019-05-27,CRM,High
8265,Ramirez PLC,India,Banking,2014-12-10,CRM,Low
8266,Olson and Sons,Switzerland,Banking,2021-06-22,PartnerFeed,Low
8267,Gamble and Sons,Singapore,Asset Management,2023-06-26,ERP,Low
8268,Jones PLC,India,Manufacturing,2021-03-07,ERP,High
8269,"Lewis, Pugh and Clark",United Kingdom,Manufacturing,2025-05-10,CRM,High
8270,Torres-Nelson,Germany,Asset Management,2014-10-18,PartnerFeed,Medium
8271,Anderson Ltd,Germany,Technology,2004-12-29,CRM,Medium
8272,Clarke PLC,United Kingdom,Banking,2016-10-26,ERP,Low
8273,Smith-Snyder,Switzerland,Manufacturing,2002-09-01,CRM,Low
8274,"Cochran, Watson and Smith",Singapore,Banking,2001-02-07,RegSys,Medium
8275,"Young, Le and Christian",Germany,Manufacturing,2006-01-19,CRM,Low
8276,Dawson-Duffy,United Kingdom,Insurance,1996-11-30,ERP,High
8277,Walter Ltd,United Kingdom,Banking,2005-01-13,PartnerFeed,Low
8278,"Morgan, Taylor and Fox",United Kingdom,Asset Management,2019-04-05,RegSys,Low
8279,Young LLC,India,Manufacturing,2009-09-12,ERP,Medium
8280,Thomas-May,India,Banking,2003-05-03,PartnerFeed,Medium
8281,Marks-Lopez,France,Asset Management,1997-12-29,RegSys,High
8282,Thompson-Nguyen,Germany,Banking,2020-04-01,PartnerFeed,Low
8283,Strong PLC,United Kingdom,Banking,2016-01-11,CRM,Medium
8284,Kelley Ltd,Singapore,Banking,2014-03-24,CRM,Medium
8285,Bond Group,France,Banking,2013-09-21,CRM,Medium
8286,Levy and Sons,United States,Manufacturing,2008-11-02,CRM,Low
8287,Davenport-Hernandez,United Kingdom,Manufacturing,1998-05-17,RegSys,High
8288,Mccoy PLC,France,Banking,2025-12-06,CRM,High
8289,Steele-Delgado,Switzerland,Asset Management,2007-07-04,RegSys,High
8290,Goodwin LLC,United Kingdom,Technology,2023-04-06,PartnerFeed,Low
8291,Rodriguez and Sons,France,Insurance,2026-01-04,ERP,High
8292,"Mendoza, Porter and Drake",United States,Manufacturing,2025-10-07,ERP,Low
8293,Holden-Wallace,United States,Banking,2012-01-22,RegSys,Medium
8294,Zamora-Woods,France,Technology,1997-06-02,RegSys,Medium
8295,Lopez Group,United States,Asset Management,2019-06-21,ERP,Medium
8296,Jordan-Tucker,Germany,Technology,2005-01-24,RegSys,Low
8297,Simpson Group,Singapore,Banking,2016-08-04,RegSys,High
8298,"Lowery, Jackson and Reynolds",Switzerland,Technology,2021-07-22,ERP,Low
8299,Brown Ltd,Japan,Banking,2010-09-06,PartnerFeed,High
8300,Heath Group,United Kingdom,Banking,2016-09-03,ERP,Medium
8301,Rivas-Clark,Germany,Manufacturing,2009-03-10,ERP,Medium
8302,Murphy-Rivera,Singapore,Asset Management,2015-10-12,PartnerFeed,High
8303,Garcia Inc,Germany,Manufacturing,2004-02-14,PartnerFeed,Low
8304,"Rowland, Gonzales and Jones",Germany,Manufacturing,2012-06-23,CRM,Low
8305,Rowland-Lewis,France,Insurance,1997-02-27,CRM,Low
8306,Thomas Inc,Singapore,Asset Management,2025-11-19,CRM,Low
8307,Greene-Ruiz,Singapore,Asset Management,1996-09-10,ERP,Medium
8308,"Vargas, Lawson and Perez",Germany,Banking,2005-04-16,PartnerFeed,Medium
8309,Lane-Banks,Singapore,Manufacturing,2005-04-24,CRM,Medium
8310,"Goodwin, Vasquez and Mclaughlin",United States,Manufacturing,1998-09-24,RegSys,High
8311,Brown and Sons,India,Manufacturing,2013-11-14,ERP,High
8312,Robbins-Nelson,United Kingdom,Technology,2018-04-21,RegSys,High
8313,Davis-Mahoney,Japan,Manufacturing,2023-08-25,ERP,Medium
8314,Lopez-Morris,Germany,Asset Management,2002-08-22,RegSys,High
8315,Bailey-Kelly,United Kingdom,Banking,2019-05-21,PartnerFeed,Medium
8316,Allen and Sons,Switzerland,Manufacturing,2020-03-15,PartnerFeed,Low
8317,Brown-Miller,United Kingdom,Manufacturing,2002-05-15,CRM,Low
8318,Martin-Carroll,United Kingdom,Insurance,2011-01-18,PartnerFeed,Low
8319,Lee-Bauer,United States,Asset Management,2017-06-06,RegSys,Medium
8320,"Wolfe, Mejia and Wagner",Germany,Technology,1999-09-22,ERP,Medium
8321,Williams Inc,United States,Manufacturing,2001-08-15,RegSys,Low
8322,"Adams, Spears and Boyd",Switzerland,Insurance,2004-02-24,ERP,Low
8323,Bradley-Moses,India,Manufacturing,2009-04-18,RegSys,Medium
8324,"Garcia, Gutierrez and Perry",Switzerland,Banking,2019-05-23,ERP,High
8325,"Novak, Kerr and Clark",United Kingdom,Insurance,1999-12-22,RegSys,High
8326,Kane LLC,United Kingdom,Manufacturing,2007-04-16,ERP,Low
8327,"Carpenter, Thomas and Bell",United States,Asset Management,2019-12-25,CRM,High
8328,"Pruitt, Cordova and Lane",India,Technology,2005-09-09,CRM,High
8329,"Khan, Evans and Rodriguez",France,Manufacturing,2013-10-31,CRM,High
8330,Bond-Wright,United States,Asset Management,2020-09-13,ERP,Medium
8331,Harmon-Garcia,France,Asset Management,2001-07-13,PartnerFeed,Medium
8332,Smith-Smith,United Kingdom,Insurance,2012-05-09,CRM,Low
8333,Faulkner-Arnold,France,Manufacturing,2000-12-17,ERP,High
8334,Barnes Inc,India,Asset Management,2017-06-15,ERP,High
8335,Martin-Moyer,Germany,Manufacturing,2006-03-22,RegSys,Medium
8336,Berg LLC,United Kingdom,Technology,2010-01-29,ERP,High
8337,Norman LLC,India,Manufacturing,2013-10-20,RegSys,Low
8338,Butler Group,Singapore,Asset Management,2005-04-17,RegSys,Medium
8339,Ball LLC,United Kingdom,Insurance,2023-08-16,ERP,High
8340,Patrick Ltd,India,Manufacturing,2002-01-11,RegSys,High
8341,"Adams, Daniels and Cunningham",Switzerland,Technology,2021-09-16,PartnerFeed,Low
8342,Mccarthy Ltd,United Kingdom,Manufacturing,2006-03-19,PartnerFeed,Medium
8343,Calderon Inc,Germany,Manufacturing,2019-11-16,RegSys,Low
8344,Atkins Inc,Germany,Insurance,2008-04-30,ERP,Low
8345,Moore Inc,Singapore,Technology,2001-02-01,RegSys,High
8346,Craig-Mcdonald,France,Manufacturing,2008-04-14,RegSys,Medium
8347,Estrada and Sons,United States,Asset Management,2015-10-03,RegSys,Low
8348,Lee-Flowers,Switzerland,Insurance,1997-08-17,PartnerFeed,High
8349,"Wilson, Wagner and Alexander",Germany,Technology,2002-03-25,PartnerFeed,High
8350,Harris and Sons,France,Technology,2003-06-06,ERP,High
8351,Taylor Ltd,India,Technology,2013-10-30,ERP,High
8352,Peterson-Mitchell,France,Technology,2008-01-20,ERP,High
8353,"Brock, Fisher and Wilson",India,Technology,2012-05-16,ERP,High
8354,Anderson LLC,Switzerland,Asset Management,2000-02-25,PartnerFeed,Low
8355,Santiago-Taylor,Japan,Manufacturing,2000-06-23,CRM,High
8356,Shea-Pope,Japan,Banking,1999-04-15,ERP,Medium
8357,"Owen, Perez and Jefferson",United Kingdom,Manufacturing,2000-11-11,ERP,High
8358,Kim-Lambert,United States,Insurance,2011-10-11,CRM,High
8359,Jimenez-Thomas,United States,Banking,2005-05-13,CRM,Low
8360,Fisher-Cummings,Japan,Manufacturing,2013-01-03,ERP,High
8361,Allison LLC,Japan,Asset Management,2003-07-20,PartnerFeed,Medium
8362,Knight-Jones,Germany,Manufacturing,1999-02-18,ERP,High
8363,Glass LLC,Germany,Manufacturing,2002-09-29,PartnerFeed,Medium
8364,"Peterson, Williams and Henderson",India,Technology,2000-02-06,CRM,Low
8365,"Brown, Kelly and Smith",Japan,Technology,2006-10-21,RegSys,Low
8366,"Austin, Estrada and Barnett",Singapore,Banking,2020-08-04,CRM,Medium
8367,Whitney Group,Switzerland,Insurance,2004-12-26,PartnerFeed,Medium
8368,"Nelson, Cole and Foster",Japan,Asset Management,2000-08-03,CRM,Low
8369,"Lopez, Shepherd and Cruz",Singapore,Asset Management,2000-04-21,ERP,High
8370,Lopez Inc,India,Banking,2022-09-08,PartnerFeed,High
8371,"Cole, Turner and Mclaughlin",India,Banking,2006-03-27,ERP,Low
8372,"Gilbert, Galloway and Herrera",India,Asset Management,2003-10-15,ERP,Low
8373,Thompson-Wright,Germany,Banking,2019-10-03,PartnerFeed,Medium
8374,Vaughn PLC,India,Manufacturing,2007-08-24,ERP,Low
8375,Coleman-Donaldson,Germany,Manufacturing,2003-04-22,ERP,Low
8376,"Bonilla, Clark and Harvey",United Kingdom,Manufacturing,2013-06-22,PartnerFeed,High
8377,Mccarthy-Williams,United States,Banking,2016-07-12,RegSys,Low
8378,"Brooks, Smith and Torres",United States,Insurance,1996-10-27,ERP,Medium
8379,"Price, Harris and Campos",France,Asset Management,2007-12-11,PartnerFeed,Low
8380,Turner-Gill,United Kingdom,Asset Management,2014-01-06,ERP,High
8381,"Walters, Suarez and Bush",India,Banking,2010-11-23,RegSys,Low
8382,Richmond-Lee,Switzerland,Technology,2021-11-07,RegSys,Low
8383,Dixon PLC,Japan,Banking,2013-05-14,ERP,Low
8384,"Warren, Henderson and Fuller",Japan,Banking,2010-09-07,CRM,Low
8385,"Martinez, Spencer and White",Switzerland,Insurance,2023-07-18,CRM,Low
8386,"Dalton, Williams and Martinez",Singapore,Manufacturing,1999-10-26,ERP,Low
8387,Acosta and Sons,United Kingdom,Technology,2001-08-08,RegSys,Low
8388,Chavez LLC,Switzerland,Insurance,1996-12-24,PartnerFeed,Medium
8389,Moss-Fox,Germany,Banking,2010-03-29,PartnerFeed,High
8390,Jackson-Raymond,Japan,Manufacturing,2023-04-16,RegSys,Low
8391,"Mcbride, Flowers and Burns",United States,Asset Management,1997-12-15,RegSys,High
8392,Gomez-Hunt,Singapore,Manufacturing,2014-07-12,RegSys,High
8393,Parker LLC,Japan,Insurance,2004-09-04,PartnerFeed,High
8394,Newman PLC,Germany,Asset Management,2006-03-23,RegSys,Medium
8395,Johnson Group,United Kingdom,Banking,2016-12-04,CRM,Low
8396,"Mcbride, Perry and Figueroa",United Kingdom,Manufacturing,2000-11-27,PartnerFeed,Medium
8397,Turner and Sons,France,Asset Management,2024-07-16,ERP,High
8398,Carr LLC,Singapore,Manufacturing,2004-03-22,CRM,High
8399,Ray-Benson,Germany,Manufacturing,2023-02-25,CRM,Low
8400,"Douglas, Abbott and Wilson",India,Banking,2022-11-26,RegSys,High
8401,Santiago LLC,France,Manufacturing,2010-07-26,CRM,Medium
8402,"James, Wu and Holland",France,Banking,2022-03-28,RegSys,Low
8403,White-Thomas,India,Manufacturing,2017-04-14,CRM,High
8404,"Nielsen, Cole and Guerrero",Singapore,Manufacturing,2000-02-20,PartnerFeed,High
8405,Cruz Group,Japan,Manufacturing,2010-03-24,CRM,High
8406,Lara Ltd,Switzerland,Technology,2025-04-21,RegSys,High
8407,Powell-Robbins,Japan,Insurance,2013-07-27,RegSys,High
8408,Cobb PLC,United States,Asset Management,2014-11-20,CRM,Low
8409,"Ford, White and Cooper",United Kingdom,Manufacturing,2002-04-08,ERP,Low
8410,Scott Group,United Kingdom,Insurance,2015-09-10,CRM,High
8411,"Wells, Valencia and Johnson",India,Banking,2006-12-01,CRM,High
8412,Bell PLC,France,Asset Management,2003-06-07,PartnerFeed,Medium
8413,Wyatt-Cross,Singapore,Banking,2002-05-05,CRM,Medium
8414,Brewer LLC,Singapore,Banking,2000-08-09,RegSys,Low
8415,"Donaldson, Atkinson and Weaver",Switzerland,Insurance,2022-03-11,ERP,Low
8416,Baker-Rush,Singapore,Manufacturing,2022-07-11,RegSys,Low
8417,Bennett Group,Japan,Asset Management,2015-06-26,RegSys,High
8418,Page Ltd,United States,Insurance,2020-03-20,ERP,Medium
8419,Morris-Foster,Germany,Asset Management,2005-01-06,CRM,High
8420,Pham-Marshall,Japan,Insurance,2018-12-29,RegSys,Low
8421,Grant-Green,Singapore,Technology,2008-10-28,RegSys,Low
8422,Joseph-Klein,Japan,Banking,2008-02-12,CRM,High
8423,"Young, Lopez and Patterson",United Kingdom,Technology,2020-10-04,PartnerFeed,Low
8424,Wong Group,United States,Asset Management,2012-10-05,ERP,Medium
8425,"Guerrero, Rojas and Acosta",United States,Technology,2005-09-11,ERP,Low
8426,"Newman, Chavez and Strickland",Japan,Manufacturing,2013-07-08,PartnerFeed,High
8427,"Day, Jones and Lamb",Germany,Banking,2016-09-21,CRM,Low
8428,Walker Ltd,India,Banking,2003-08-24,ERP,Low
8429,Mccarty-Thomas,United Kingdom,Manufacturing,2002-05-19,ERP,Medium
8430,Butler-Palmer,United States,Manufacturing,2005-08-08,CRM,Medium
8431,Sanders-Fitzgerald,Japan,Manufacturing,2011-08-11,RegSys,Low
8432,Anderson and Sons,United Kingdom,Technology,2018-11-01,RegSys,Medium
8433,Smith PLC,France,Insurance,2005-03-02,CRM,Medium
8434,"Warren, Carpenter and Roman",United States,Manufacturing,2017-09-04,RegSys,Low
8435,Nicholson Inc,Germany,Technology,2016-06-05,CRM,High
8436,Reed PLC,India,Manufacturing,2003-10-09,RegSys,High
8437,Watson-Reynolds,Switzerland,Insurance,2000-02-18,PartnerFeed,Medium
8438,Jacobson-Mata,Germany,Manufacturing,2017-04-17,CRM,High
8439,Green PLC,Japan,Manufacturing,2024-06-20,PartnerFeed,High
8440,Sharp Group,France,Technology,2012-10-23,RegSys,High
8441,"Lopez, Christian and Zamora",Singapore,Banking,2019-05-27,CRM,Medium
8442,Anthony LLC,Switzerland,Asset Management,2000-04-06,PartnerFeed,High
8443,Thomas LLC,Japan,Banking,2012-01-21,ERP,High
8444,Park Group,India,Banking,2002-10-13,RegSys,High
8445,"Lewis, Larson and Wagner",United States,Asset Management,2015-12-04,RegSys,Low
8446,Hopkins-Smith,India,Asset Management,2025-12-16,RegSys,Low
8447,"Fuentes, Pierce and Marks",Japan,Asset Management,1998-12-17,RegSys,Medium
8448,Salinas-Jackson,United States,Technology,2019-12-30,ERP,Medium
8449,"Howe, Aguirre and Marsh",Singapore,Manufacturing,2003-12-15,ERP,Low
8450,"Sullivan, Allen and Rangel",India,Asset Management,2004-04-28,CRM,High
8451,Butler LLC,France,Asset Management,2016-12-21,ERP,High
8452,Warren and Sons,Singapore,Banking,2014-12-19,RegSys,High
8453,Rose-Savage,Switzerland,Banking,2012-10-26,CRM,High
8454,"Le, Rose and Conway",Japan,Insurance,2008-09-16,CRM,Medium
8455,Weaver-Hunter,Singapore,Insurance,2006-07-03,PartnerFeed,High
8456,"Douglas, Johnson and Torres",France,Technology,2023-02-08,PartnerFeed,Low
8457,Wright and Sons,India,Manufacturing,2021-06-27,CRM,Medium
8458,Craig Inc,Singapore,Technology,2014-10-03,ERP,Medium
8459,"Hernandez, Bartlett and Macdonald",Japan,Manufacturing,2005-07-31,ERP,High
8460,Payne Ltd,United States,Manufacturing,2004-05-22,PartnerFeed,High
8461,"Morton, Davis and Fitzpatrick",Switzerland,Banking,2013-11-26,PartnerFeed,Medium
8462,Thompson-Massey,India,Manufacturing,1996-10-06,RegSys,Low
8463,"Acosta, Gonzalez and Vargas",Japan,Insurance,1998-05-31,PartnerFeed,High
8464,Salinas-Moore,Singapore,Banking,2019-02-02,RegSys,Medium
8465,Grant-Thomas,Switzerland,Asset Management,2012-05-16,PartnerFeed,Medium
8466,Jacobs-Brooks,India,Insurance,2000-07-18,PartnerFeed,High
8467,Obrien LLC,United States,Banking,2019-12-18,RegSys,Medium
8468,"Wagner, Robinson and Potter",Singapore,Banking,2020-02-02,ERP,Low
8469,"Mendez, Johnston and Shelton",France,Asset Management,1999-08-24,ERP,Medium
8470,Wu Inc,Singapore,Manufacturing,2004-03-28,ERP,High
8471,Montoya and Sons,Switzerland,Insurance,2015-05-01,ERP,Medium
8472,Murray-Carter,India,Technology,2002-12-11,CRM,High
8473,Smith-Tucker,India,Manufacturing,1997-11-07,CRM,Low
8474,"Lee, Bolton and Solis",Switzerland,Technology,2018-01-20,ERP,Medium
8475,Hines-Martin,Germany,Insurance,2009-05-06,RegSys,Medium
8476,"Phillips, Martin and Perry",Singapore,Technology,2022-10-22,CRM,Low
8477,"Dean, Burton and Becker",Japan,Asset Management,2001-09-02,CRM,High
8478,Hensley Group,United States,Technology,2002-07-13,ERP,Low
8479,Farrell LLC,India,Insurance,1997-06-26,ERP,Low
8480,Jarvis Group,India,Manufacturing,2023-02-05,ERP,High
8481,Johnson Ltd,United Kingdom,Manufacturing,2005-11-03,ERP,High
8482,Andrews-King,Germany,Technology,2005-09-23,PartnerFeed,Low
8483,"Kirby, Andrews and Kelly",Japan,Technology,2013-03-25,CRM,Medium
8484,Smith-Torres,Singapore,Banking,2018-07-08,PartnerFeed,High
8485,James-Clark,United States,Insurance,2018-10-07,CRM,Medium
8486,Perry Inc,Singapore,Insurance,1997-12-12,PartnerFeed,Low
8487,"Adams, Hernandez and Wyatt",Japan,Manufacturing,2019-03-14,CRM,Medium
8488,Kennedy-Jones,France,Manufacturing,2008-11-29,PartnerFeed,Medium
8489,"Martin, Scott and Adams",United Kingdom,Insurance,2000-12-17,ERP,Low
8490,Garcia-Evans,Japan,Manufacturing,2019-06-09,ERP,High
8491,Arias-Thomas,United Kingdom,Insurance,2010-08-14,ERP,Low
8492,Morgan-Young,United Kingdom,Asset Management,1998-12-20,RegSys,High
8493,Rivera-Robinson,Japan,Insurance,2020-07-11,CRM,Medium
8494,"Delgado, Wilson and Pennington",Germany,Insurance,2020-04-21,RegSys,Medium
8495,Lambert-Tucker,Japan,Banking,2001-07-03,CRM,Medium
8496,Bradshaw-Huang,France,Insurance,2016-12-25,PartnerFeed,High
8497,Williams-Cruz,India,Asset Management,2006-12-16,ERP,High
8498,Gray-Green,Germany,Banking,2008-03-20,PartnerFeed,Medium
8499,Turner-Espinoza,Japan,Insurance,2010-05-29,PartnerFeed,Low
8500,"Wood, Hinton and Gutierrez",Singapore,Technology,1996-11-20,RegSys,Low
8501,"Stewart, Jackson and Reed",Singapore,Asset Management,2019-07-19,RegSys,Low
8502,Simpson-Jones,United Kingdom,Manufacturing,2000-10-26,RegSys,High
8503,"Santos, Howard and White",United States,Insurance,2001-07-20,CRM,Medium
8504,Carlson-Hunter,Singapore,Insurance,2021-12-02,RegSys,Low
8505,Hubbard PLC,United Kingdom,Technology,1999-02-10,ERP,High
8506,"Bell, Brown and Friedman",Japan,Technology,2006-12-15,ERP,High
8507,Baxter-Farmer,United Kingdom,Asset Management,2015-06-24,ERP,High
8508,Perez-Baker,Singapore,Insurance,1997-09-06,CRM,Low
8509,Farrell LLC,Switzerland,Banking,2003-03-19,RegSys,Low
8510,"Webb, Robinson and Kelly",France,Asset Management,2005-06-07,RegSys,Low
8511,Webster PLC,Singapore,Manufacturing,2022-06-26,CRM,Low
8512,"Allen, Taylor and Mendoza",France,Manufacturing,2015-04-30,PartnerFeed,Low
8513,Howard-Gomez,United States,Technology,2022-09-02,RegSys,Low
8514,Sims-Burns,United States,Banking,1999-06-15,PartnerFeed,Low
8515,Frederick Ltd,United Kingdom,Technology,2009-11-19,RegSys,High
8516,Foster and Sons,Germany,Banking,1998-12-25,ERP,High
8517,Bolton-Osborn,Singapore,Banking,2004-10-22,CRM,High
8518,Patterson-Best,India,Banking,2022-04-17,CRM,Medium
8519,Khan LLC,France,Technology,2022-06-13,CRM,Low
8520,"Goodman, Riggs and Jackson",Germany,Asset Management,2005-04-25,RegSys,Medium
8521,Johnson PLC,India,Technology,2008-10-27,PartnerFeed,Low
8522,Jackson Inc,India,Banking,2003-04-23,RegSys,Medium
8523,Coffey-Wolf,India,Banking,2020-12-22,ERP,High
8524,"Johnston, Hall and Walker",Germany,Insurance,2024-02-17,CRM,Medium
8525,Evans-Wade,United States,Insurance,2025-05-06,CRM,High
8526,Shepard-Diaz,France,Banking,2022-05-25,ERP,High
8527,"Thompson, Young and Mays",France,Insurance,2015-12-25,CRM,Medium
8528,Hunter-Morris,France,Insurance,2019-02-06,PartnerFeed,High
8529,Hill Ltd,India,Banking,2008-10-16,CRM,Medium
8530,Pierce Ltd,Singapore,Technology,1998-03-01,CRM,High
8531,"Perry, Peterson and Wright",Switzerland,Technology,2025-05-25,CRM,Medium
8532,Evans Group,Switzerland,Insurance,2002-02-01,RegSys,Low
8533,"Duarte, Gonzalez and Burns",Germany,Manufacturing,2001-05-31,CRM,Medium
8534,Vaughan-Calhoun,United Kingdom,Asset Management,1998-08-03,ERP,High
8535,"Foster, Parsons and Guerra",Singapore,Insurance,1997-01-12,CRM,High
8536,Clark-Frye,France,Insurance,2001-08-07,PartnerFeed,High
8537,Barber-Villanueva,France,Technology,2013-04-22,PartnerFeed,High
8538,Leonard Ltd,India,Technology,2006-04-10,RegSys,High
8539,Roberts-Brown,United Kingdom,Asset Management,2018-04-13,ERP,High
8540,"Smith, Watts and Smith",United States,Banking,2012-12-04,RegSys,Medium
8541,"Silva, Davenport and Bates",India,Insurance,2022-04-01,RegSys,Low
8542,"Willis, Jones and Schwartz",Germany,Asset Management,2022-04-01,PartnerFeed,High
8543,"Brown, Simmons and Johnson",India,Technology,1999-12-01,ERP,High
8544,Chang-Dickerson,Singapore,Insurance,2018-06-21,ERP,Low
8545,Solomon-Campos,Germany,Technology,2025-07-13,RegSys,High
8546,Taylor Ltd,France,Banking,2020-03-04,RegSys,Low
8547,Smith and Sons,Japan,Technology,2025-01-06,PartnerFeed,Medium
